id,question,answer,context
6195,Create a Java program to validate a credit card number using Luhn's algorithm.,"""""""
Validate a credit card number using Luhn's algorithm.
""""""

import java.util.Arrays;

public class Luhn {

   public static boolean isValidCard(String cardNumber) {

        if (cardNumber == null) {
            return false;
        }

        char checkDigit = cardNumber.charAt(cardNumber.length() - 1);
        String digit = calculateCheckDigit(cardNumber.substring(0, cardNumber.length() - 1));
        return checkDigit == digit.charAt(0);
    }

    public static String calculateCheckDigit(String digit) {
        if (digit == null) {
            return null;
        }

        String reversDigit = new StringBuilder(digit).reverse().toString();
        int[] digits = new int[reversDigit.length()];
        for (int i = 0; i < reversDigit.length(); i++) {
            digits[i] = Character.getNumericValue(reversDigit.charAt(i));
        }
        for (int i = 1; i < digits.length; i = i + 2) {
            digits[i] = 2 * digits[i];
            if (digits[i] > 9) {
                digits[i] = digits[i] - 9;
            }
        }
        int sum = Arrays.stream(digits).sum();
        return new Integer(10 - (sum % 10)).toString();
    }
}","### Instruction: 
 Create a Java program to validate a credit card number using Luhn's algorithm. 
 ### Response:
 """"""
Validate a credit card number using Luhn's algorithm.
""""""

import java.util.Arrays;

public class Luhn {

   public static boolean isValidCard(String cardNumber) {

        if (cardNumber == null) {
            return false;
        }

        char checkDigit = cardNumber.charAt(cardNumber.length() - 1);
        String digit = calculateCheckDigit(cardNumber.substring(0, cardNumber.length() - 1));
        return checkDigit == digit.charAt(0);
    }

    public static String calculateCheckDigit(String digit) {
        if (digit == null) {
            return null;
        }

        String reversDigit = new StringBuilder(digit).reverse().toString();
        int[] digits = new int[reversDigit.length()];
        for (int i = 0; i < reversDigit.length(); i++) {
            digits[i] = Character.getNumericValue(reversDigit.charAt(i));
        }
        for (int i = 1; i < digits.length; i = i + 2) {
            digits[i] = 2 * digits[i];
            if (digits[i] > 9) {
                digits[i] = digits[i] - 9;
            }
        }
        int sum = Arrays.stream(digits).sum();
        return new Integer(10 - (sum % 10)).toString();
    }
}"
6222,Create Java classes to represent a user and a post.,"public class User { 
  private String name; 
  private String email; 

  //getters and setters
  ...
}

public class Post {
  private int id;
  private String title;
  private User author;
  private String content;

  //getters and setters 
  ... 
}","### Instruction: 
 Create Java classes to represent a user and a post. 
 ### Response:
 public class User { 
  private String name; 
  private String email; 

  //getters and setters
  ...
}

public class Post {
  private int id;
  private String title;
  private User author;
  private String content;

  //getters and setters 
  ... 
}"
6240,"Create a Java program which takes two integers as input and prints their greatest common divisor.
Input: 102, 75","public static int gcd(int a, int b){
   // Base Case 
   if (a == 0) 
       return b; 
   if (b == 0) 
       return a; 
   
   // a is greater 
   if (a > b) 
       return gcd(a-b, b); 
   return gcd(a, b-a); 
}","### Instruction: 
 Create a Java program which takes two integers as input and prints their greatest common divisor. 
 ### Input: 102, 75 
 ### Response:
 public static int gcd(int a, int b){
   // Base Case 
   if (a == 0) 
       return b; 
   if (b == 0) 
       return a; 
   
   // a is greater 
   if (a > b) 
       return gcd(a-b, b); 
   return gcd(a, b-a); 
}"
6257,"Design a function in Java that takes in two integer arguments, a and b, and returns the result of a*b.","public static int multiply(int a, int b){
  return a*b;
}","### Instruction: 
 Design a function in Java that takes in two integer arguments, a and b, and returns the result of a*b. 
 ### Response:
 public static int multiply(int a, int b){
  return a*b;
}"
6261,"Design a function in Java that takes in a string and returns true if the string contains the letter ""a"" and false otherwise.","public static boolean hasLetterA(String s){
  return s.contains(""a"");
}","### Instruction: 
 Design a function in Java that takes in a string and returns true if the string contains the letter ""a"" and false otherwise. 
 ### Response:
 public static boolean hasLetterA(String s){
  return s.contains(""a"");
}"
6287,"Write a Java program to read the following text and count the number of words in the given sentence.
Input: This is a sample sentence.","import java.util.*;

public class CountWords {
  public static void main(String[] args) {
    String str = ""This is a sample sentence."";
    int wordCount = 0;
    for (int i = 0; i < str.length(); i++) {
      if ((str.charAt(i) == ' ') || (str.charAt(i) == '.')) {
        wordCount++;
      }
    }
    System.out.println(""The number of words in the given sentence is "" + (wordCount + 1));
  }
}","### Instruction: 
 Write a Java program to read the following text and count the number of words in the given sentence. 
 ### Input: This is a sample sentence. 
 ### Response:
 import java.util.*;

public class CountWords {
  public static void main(String[] args) {
    String str = ""This is a sample sentence."";
    int wordCount = 0;
    for (int i = 0; i < str.length(); i++) {
      if ((str.charAt(i) == ' ') || (str.charAt(i) == '.')) {
        wordCount++;
      }
    }
    System.out.println(""The number of words in the given sentence is "" + (wordCount + 1));
  }
}"
6328,"Write a Java program to display a message ""Hello World"" on the console.","class HelloWorld {
    public static void main(String[] args) {
        System.out.println(""Hello World"");
    }
}","### Instruction: 
 Write a Java program to display a message ""Hello World"" on the console. 
 ### Response:
 class HelloWorld {
    public static void main(String[] args) {
        System.out.println(""Hello World"");
    }
}"
6332,Write a Java statement to add two integers and print the result.,"int a = 1;
int b = 2;
System.out.println(a+b);","### Instruction: 
 Write a Java statement to add two integers and print the result. 
 ### Response:
 int a = 1;
int b = 2;
System.out.println(a+b);"
6344,Develop a function in Java that prints out the squares of all numbers between 1 and 10.,"public void printSquares(){
   for(int i=1; i<=10; i++){
      System.out.println(i*i);
   }
}","### Instruction: 
 Develop a function in Java that prints out the squares of all numbers between 1 and 10. 
 ### Response:
 public void printSquares(){
   for(int i=1; i<=10; i++){
      System.out.println(i*i);
   }
}"
6348,Develop a function in Java to print the fibonacci series up to 10 numbers.,"public class FibonacciSeries { 
  
    static void printFibonacci(int n) { 
        int f1 = 0, f2 = 1; 
  
        if (n < 1) 
            return; 
  
        for (int i = 1; i <= n; i++) { 
            System.out.print(f2 + "" ""); 
            int next = f1 + f2; 
            f1 = f2; 
            f2 = next;  
        } 
    } 
  
    public static void main(String[] args) { 
        int n = 10; 
        printFibonacci(n); 
    } 
}","### Instruction: 
 Develop a function in Java to print the fibonacci series up to 10 numbers. 
 ### Response:
 public class FibonacciSeries { 
  
    static void printFibonacci(int n) { 
        int f1 = 0, f2 = 1; 
  
        if (n < 1) 
            return; 
  
        for (int i = 1; i <= n; i++) { 
            System.out.print(f2 + "" ""); 
            int next = f1 + f2; 
            f1 = f2; 
            f2 = next;  
        } 
    } 
  
    public static void main(String[] args) { 
        int n = 10; 
        printFibonacci(n); 
    } 
}"
6352,Develop a program in Java that prints out the following star pattern.,"public class Stars {
    public static void main(String[] args) {
        for (int i = 1; i <= 5; i++) {
            for (int j = 0; j < i; j++) {
                System.out.print(""*"");
            }
            System.out.println();
        }
    }
}","### Instruction: 
 Develop a program in Java that prints out the following star pattern. 
 ### Response:
 public class Stars {
    public static void main(String[] args) {
        for (int i = 1; i <= 5; i++) {
            for (int j = 0; j < i; j++) {
                System.out.print(""*"");
            }
            System.out.println();
        }
    }
}"
6370,"Create a Java class to represent a point in 2D space using two fields, x and y.","public class Point {
    private double x;
    private double y;
    
    public Point(double x, double y){
        this.x = x;
        this.y = y;
    }
    
    public double getX() {
        return x;
    }
    
    public double getY() {
        return y;
    }
    
    public void setX(double x) {
        this.x = x;
    }
    
    public void setY(double y) {
        this.y = y;
    }
}","### Instruction: 
 Create a Java class to represent a point in 2D space using two fields, x and y. 
 ### Response:
 public class Point {
    private double x;
    private double y;
    
    public Point(double x, double y){
        this.x = x;
        this.y = y;
    }
    
    public double getX() {
        return x;
    }
    
    public double getY() {
        return y;
    }
    
    public void setX(double x) {
        this.x = x;
    }
    
    public void setY(double y) {
        this.y = y;
    }
}"
